data_seed,model_seed,pair,strategy,residual_mse,residual_cosine,full_effect_mse,full_effect_cosine
41,1,FDPS+NHEJ1,CPA+Witness,0.01025944024481444,0.6850746255730836,0.01025944024481444,0.911842845148299
41,1,FDPS+XRCC6,CPA+Witness,0.016507669232469036,0.6260846479471174,0.016507669232469036,0.910415430368206
41,1,FDPS+PRKDC,CPA+Witness,0.012090105444938534,0.6517727625683111,0.012090105444938536,0.8978986426933766
41,1,RRM2B+FDPS,WitnessCell,0.009968784752722233,0.6593113892328647,0.009968784752722233,0.9193680631834764
41,1,XRCC5+FDPS,WitnessCell,0.01449648697819905,0.661296771203002,0.01449648697819905,0.9115818335749756
41,1,RAD1+FDPS,WitnessCell,0.009989047481178145,0.6937807510829143,0.009989047481178145,0.9065053149796916
41,1,ATM+FDPS,WitnessCell,0.014560700375261717,0.611902177770779,0.014560700375261717,0.8856028473242
41,1,CHEK1+FDPS,WitnessCell,0.01676329052615214,0.6018105108437114,0.01676329052615214,0.8551660685837603
41,1,RAD17+FDPS,WitnessCell,0.007890820543890167,0.7229059869447494,0.007890820543890167,0.9338804787220857
41,1,FDPS+ATRIP,WitnessCell,0.011143579739271601,0.6914841224998391,0.011143579739271601,0.9147698707322147
41,1,FDPS+AHCYL1,WitnessCell,0.012920146913875715,0.6498226467831487,0.012920146913875715,0.8886494660318497
41,1,FDPS+RAD9A,WitnessCell,0.009691290711843216,0.730593602038327,0.009691290711843216,0.922322095243283
41,1,FDPS+LIG4,WitnessCell,0.010390381438740387,0.6660160362842613,0.010390381438740387,0.9116893874139025
41,1,FDPS+ATR,WitnessCell,0.014104544796005702,0.6329520819291673,0.014104544796005702,0.9004238958503031
41,1,FDPS+NHEJ1,WitnessCell,0.010314474694527008,0.6823117195053401,0.010314474694527008,0.9113470936547202
41,1,FDPS+XRCC6,WitnessCell,0.0163999047521058,0.6301482447962061,0.0163999047521058,0.9106230665041998
41,1,FDPS+PRKDC,WitnessCell,0.012184763589847925,0.6472994622167252,0.012184763589847925,0.8972206003830759
41,2,RRM2B+FDPS,Saturation,0.01744351051998559,0.0,0.01744351051998559,0.849677924513651
41,2,XRCC5+FDPS,Saturation,0.024487592808431696,0.0,0.024487592808431696,0.8508304410856926
41,2,RAD1+FDPS,Saturation,0.018633629901425194,0.0,0.018633629901425194,0.8291152901460594
41,2,ATM+FDPS,Saturation,0.022874045985658186,0.0,0.022874045985658186,0.809877266568782
41,2,CHEK1+FDPS,Saturation,0.025671669223700653,0.0,0.025671669223700653,0.7787534321978196
41,2,RAD17+FDPS,Saturation,0.0160619722966756,0.0,0.0160619722966756,0.8622691459323629
41,2,FDPS+ATRIP,Saturation,0.020417147667066787,0.0,0.020417147667066787,0.8438328526236187
41,2,FDPS+AHCYL1,Saturation,0.02173207512311204,0.0,0.02173207512311204,0.8179676645519923
