i,j,component,pair_type,component_status,unsupported_truth,seed,seen_category,train_edges,global_nullity,endpoint_degree_sum,null_projection,regularized_variance,cosine,nmse,catastrophic
100,101,7,within,witnessed,0,52,seen2,380,4,12,0.0,1.619553253141608,0.9996586630619098,0.0006825618511944766,0
107,108,7,within,witnessed,0,52,seen2,380,4,12,0.0,1.5119498956815591,0.999638578840231,0.0007314198392488403,0
2,9,0,cross,unwitnessed,0,53,seen2,380,4,12,0.0,0.3620940524716474,0.9986613960442975,0.0026759063796391582,0
3,10,0,cross,unwitnessed,0,53,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9969620058531139,0.006129340495343674,0
2,3,0,within,unwitnessed,1,53,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.3372474890437116,0.9139067002460476,1
9,10,0,within,unwitnessed,1,53,seen2,380,4,12,0.14285714285714274,285.9784459998443,0.2755800795445891,0.9317700597973915,1
16,23,1,cross,witnessed,0,53,seen2,380,4,12,0.0,0.3620915080874599,0.9977498271022645,0.004506936071480463,0
17,24,1,cross,witnessed,0,53,seen2,380,4,12,0.0,0.36209150808745993,0.9986651936729087,0.00292351622454636,0
16,17,1,within,witnessed,0,53,seen2,380,4,12,0.0,1.619553253141607,0.9992953957174722,0.0014406540436413839,0
23,24,1,within,witnessed,0,53,seen2,380,4,12,0.0,1.5119498956815591,0.9992288446934653,0.0015517713449798452,0
30,37,2,cross,unwitnessed,0,53,seen2,380,4,12,0.0,0.3620940524716616,0.997121364507556,0.006101322346183503,0
31,38,2,cross,unwitnessed,0,53,seen2,380,4,12,1.3866695599588098e-32,0.3620940524716474,0.9976600958992451,0.005020620773733253,0
30,31,2,within,unwitnessed,1,53,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.21360317576494559,0.954374165131065,1
37,38,2,within,unwitnessed,1,53,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.28005548356504956,0.9252570690894737,1
44,51,3,cross,witnessed,0,53,seen2,380,4,12,0.0,0.3620915080874598,0.9977655859184572,0.004551591288203714,0
45,52,3,cross,witnessed,0,53,seen2,380,4,12,0.0,0.36209150808745993,0.9970928300296312,0.005863493391336837,0
44,45,3,within,witnessed,0,53,seen2,380,4,12,0.0,1.6195532531416075,0.9995871862410406,0.0008410347644134355,0
51,52,3,within,witnessed,0,53,seen2,380,4,12,0.0,1.5119498956815591,0.9995963579644003,0.0008108775143775427,0
58,65,4,cross,unwitnessed,0,53,seen2,380,4,12,0.0,0.3620940524716616,0.9971802560982591,0.005639807884070544,0
59,66,4,cross,unwitnessed,0,53,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716758,0.9982987875991584,0.0034721197451541156,0
58,59,4,within,unwitnessed,1,53,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.23165434120818162,0.9499541131593241,1
65,66,4,within,unwitnessed,1,53,seen2,380,4,12,0.14285714285714274,285.97844599984427,0.17631133344785893,0.9697435620716182,1
72,79,5,cross,witnessed,0,53,seen2,380,4,12,0.0,0.3620915080874598,0.99822529618213,0.0035463818802725193,0
73,80,5,cross,witnessed,0,53,seen2,380,4,12,0.0,0.3620915080874598,0.9966285577917601,0.0068632486697703,0
72,73,5,within,witnessed,0,53,seen2,380,4,12,0.0,1.6195532531416061,0.9995083796775338,0.0010166679155343018,0
79,80,5,within,witnessed,0,53,seen2,380,4,12,0.0,1.5119498956815585,0.9995866847827848,0.0008491678317642448,0
86,93,6,cross,unwitnessed,0,53,seen2,380,4,12,1.5407439555097887e-33,0.3620940524716616,0.9981237207109315,0.0037813282809100557,0
87,94,6,cross,unwitnessed,0,53,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9988484294051512,0.0024229154347027,0
86,87,6,within,unwitnessed,1,53,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.2482601940176676,0.9399282750581405,1
93,94,6,within,unwitnessed,1,53,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.09361470908033644,1.0101260949399662,1
100,107,7,cross,witnessed,0,53,seen2,380,4,12,0.0,0.36209150808745993,0.997649852885436,0.004694801332295275,0
101,108,7,cross,witnessed,0,53,seen2,380,4,12,0.0,0.36209150808745993,0.9980743897525731,0.003949602439994349,0
100,101,7,within,witnessed,0,53,seen2,380,4,12,0.0,1.619553253141608,0.9995386183269517,0.0009226411946971701,0
107,108,7,within,witnessed,0,53,seen2,380,4,12,0.0,1.5119498956815591,0.9994655777694172,0.0010695052101335387,0
2,9,0,cross,witnessed,0,54,seen2,380,4,12,0.0,0.36209150808746,0.996419587619386,0.007153177993434227,0
3,10,0,cross,witnessed,0,54,seen2,380,4,12,0.0,0.3620915080874599,0.9975196449258251,0.0051853946325772496,0
2,3,0,within,witnessed,0,54,seen2,380,4,12,0.0,1.6195532531416101,0.9995689977598237,0.000865900778879659,0
9,10,0,within,witnessed,0,54,seen2,380,4,12,0.0,1.5119498956815618,0.9995946575914043,0.0008144371249101311,0
16,23,1,cross,unwitnessed,0,54,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716474,0.9974143349545088,0.0052839613290837075,0
17,24,1,cross,unwitnessed,0,54,seen2,380,4,12,0.0,0.3620940524716332,0.9987800309183213,0.002442431354744384,0
16,17,1,within,unwitnessed,1,54,seen2,380,4,12,0.14285714285714274,285.97844599970784,-0.018499768067351936,1.0431614083102174,1
23,24,1,within,unwitnessed,1,54,seen2,380,4,12,0.14285714285714288,285.97844599970796,0.23686231557572696,0.9477429475424676,1
30,37,2,cross,witnessed,0,54,seen2,380,4,12,0.0,0.3620915080874599,0.9980264959446163,0.003973327420569852,0
31,38,2,cross,witnessed,0,54,seen2,380,4,12,0.0,0.3620915080874599,0.9962341528220021,0.007606848108532682,0
30,31,2,within,witnessed,0,54,seen2,380,4,12,0.0,1.619553253141607,0.9993431423992675,0.0013226827232877799,0
37,38,2,within,witnessed,0,54,seen2,380,4,12,0.0,1.5119498956815591,0.9994583495371396,0.0010830231757590128,0
44,51,3,cross,unwitnessed,0,54,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9988672434071658,0.002296900935840332,0
45,52,3,cross,unwitnessed,0,54,seen2,380,4,12,0.0,0.3620940524716474,0.9974361427661587,0.005124481187900658,0
44,45,3,within,unwitnessed,1,54,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.01871023402209145,1.0374123671708664,1
51,52,3,within,unwitnessed,1,54,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.2813522323453601,0.9243812623253165,1
58,65,4,cross,witnessed,0,54,seen2,380,4,12,0.0,0.36209150808745993,0.9984496456297909,0.003100481086609179,0
59,66,4,cross,witnessed,0,54,seen2,380,4,12,0.0,0.3620915080874598,0.9966719311075286,0.006856863687701579,0
58,59,4,within,witnessed,0,54,seen2,380,4,12,0.0,1.619553253141608,0.9996994497627646,0.0006041025207290904,0
65,66,4,within,witnessed,0,54,seen2,380,4,12,0.0,1.51194989568156,0.9997173007205539,0.0005662306389642712,0
72,79,5,cross,unwitnessed,0,54,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716332,0.9982175331446614,0.0036793993312377363,0
73,80,5,cross,unwitnessed,0,54,seen2,380,4,12,0.0,0.3620940524716332,0.9982802635280763,0.0035747674931472075,0
72,73,5,within,unwitnessed,1,54,seen2,380,4,12,0.14285714285714274,285.97844599961695,0.031961524189142235,1.036693211638189,1
79,80,5,within,unwitnessed,1,54,seen2,380,4,12,0.14285714285714288,285.978445999617,0.14103200358185977,0.982951909208751,1
86,93,6,cross,witnessed,0,54,seen2,380,4,12,0.0,0.36209150808746,0.9982141997527098,0.003574378837499609,0
87,94,6,cross,witnessed,0,54,seen2,380,4,12,0.0,0.36209150808746,0.996751154887735,0.006522865090416098,0
86,87,6,within,witnessed,0,54,seen2,380,4,12,0.0,1.619553253141608,0.999565410392324,0.0008693784809300726,0
93,94,6,within,witnessed,0,54,seen2,380,4,12,0.0,1.5119498956815596,0.9996514900265316,0.0006969194772471831,0
100,107,7,cross,unwitnessed,0,54,seen2,380,4,12,1.2480026039629288e-31,0.3620940524716616,0.9983750968605101,0.0032660730639958663,0
101,108,7,cross,unwitnessed,0,54,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9974795084039155,0.005097103568353168,0
100,101,7,within,unwitnessed,1,54,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.15244148534622082,0.9785093798777456,1
107,108,7,within,unwitnessed,1,54,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.13554492116192432,0.9856153057139662,1
2,9,0,cross,unwitnessed,0,55,seen2,380,4,12,0.0,0.3620940524716474,0.9982784761171228,0.0034993844095898207,0
3,10,0,cross,unwitnessed,0,55,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9981878947922512,0.003620958356090496,0
2,3,0,within,unwitnessed,1,55,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.1466623343653521,0.9817137659240897,1
9,10,0,within,unwitnessed,1,55,seen2,380,4,12,0.14285714285714274,285.9784459998443,0.16910273970990936,0.9720649781573949,1
16,23,1,cross,witnessed,0,55,seen2,380,4,12,0.0,0.3620915080874599,0.9968806091858252,0.006273143575199971,0
17,24,1,cross,witnessed,0,55,seen2,380,4,12,0.0,0.36209150808745993,0.9982405699488934,0.003523378545160491,0
16,17,1,within,witnessed,0,55,seen2,380,4,12,0.0,1.619553253141607,0.9996238160234313,0.0007975810789207606,0
23,24,1,within,witnessed,0,55,seen2,380,4,12,0.0,1.5119498956815591,0.9996308371751081,0.0007437299807833848,0
30,37,2,cross,unwitnessed,0,55,seen2,380,4,12,0.0,0.3620940524716616,0.9984941314159702,0.0032645022567658753,0
31,38,2,cross,unwitnessed,0,55,seen2,380,4,12,1.3866695599588098e-32,0.3620940524716474,0.9974747255769466,0.005044640842191681,0
30,31,2,within,unwitnessed,1,55,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.158561625972188,0.9816833211756485,1
37,38,2,within,unwitnessed,1,55,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.04848029913840293,1.023127326981376,1
44,51,3,cross,unwitnessed,0,55,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9981786144157156,0.0037147004975895226,0
45,52,3,cross,unwitnessed,0,55,seen2,380,4,12,0.0,0.3620940524716474,0.9969075195412611,0.006176550984667716,0
44,45,3,within,unwitnessed,1,55,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.31037029753015366,0.9129122304223677,1
51,52,3,within,unwitnessed,1,55,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.030068723178007854,1.042072071766567,1
58,65,4,cross,witnessed,0,55,seen2,380,4,12,0.0,0.36209150808745993,0.9978922697042223,0.0043993726818333965,0
59,66,4,cross,witnessed,0,55,seen2,380,4,12,0.0,0.3620915080874598,0.9981843236817028,0.003631999323024243,0
58,59,4,within,witnessed,0,55,seen2,380,4,12,0.0,1.619553253141608,0.9996676050437321,0.0006672784541940057,0
65,66,4,within,witnessed,0,55,seen2,380,4,12,0.0,1.51194989568156,0.9996704321472978,0.0006590890741692728,0
72,79,5,cross,witnessed,0,55,seen2,380,4,12,0.0,0.3620915080874598,0.997293778740354,0.005469414979816349,0
73,80,5,cross,witnessed,0,55,seen2,380,4,12,0.0,0.3620915080874598,0.9980394795085271,0.003918081004745704,0
72,73,5,within,witnessed,0,55,seen2,380,4,12,0.0,1.6195532531416061,0.9994180864626171,0.0011636780735696816,0
79,80,5,within,witnessed,0,55,seen2,380,4,12,0.0,1.5119498956815585,0.9996448874497904,0.0007111119180279146,0
86,93,6,cross,witnessed,0,55,seen2,380,4,12,0.0,0.36209150808746,0.9981070348175618,0.003829676273133873,0
87,94,6,cross,witnessed,0,55,seen2,380,4,12,0.0,0.36209150808746,0.9977381663637729,0.004518574258094679,0
86,87,6,within,witnessed,0,55,seen2,380,4,12,0.0,1.619553253141608,0.9993900218025251,0.0012473998841106284,0
93,94,6,within,witnessed,0,55,seen2,380,4,12,0.0,1.5119498956815596,0.999405776637977,0.001237300854979029,0
100,107,7,cross,unwitnessed,0,55,seen2,380,4,12,1.2480026039629288e-31,0.3620940524716616,0.9975439850838521,0.005376828897638904,0
101,108,7,cross,unwitnessed,0,55,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9981163242027876,0.0037666077372558574,0
100,101,7,within,unwitnessed,1,55,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.22254487252896657,0.9516306346058979,1
107,108,7,within,unwitnessed,1,55,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.042254435247374246,1.018427569021313,1
2,9,0,cross,witnessed,0,56,seen2,380,4,12,0.0,0.36209150808746,0.9962420612719397,0.0075018266629058045,0
3,10,0,cross,witnessed,0,56,seen2,380,4,12,0.0,0.3620915080874599,0.997685149966446,0.004818513119254059,0
2,3,0,within,witnessed,0,56,seen2,380,4,12,0.0,1.6195532531416101,0.9995293386831108,0.0010307371223218465,0
9,10,0,within,witnessed,0,56,seen2,380,4,12,0.0,1.5119498956815618,0.9995032716935118,0.0010653683602183605,0
16,23,1,cross,unwitnessed,0,56,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716474,0.9978554416388604,0.0042848980161512545,0
17,24,1,cross,unwitnessed,0,56,seen2,380,4,12,0.0,0.3620940524716332,0.9980539192337917,0.003952839042405237,0
16,17,1,within,unwitnessed,1,56,seen2,380,4,12,0.14285714285714274,285.97844599970784,0.18958242450924143,0.9644053385211205,1
23,24,1,within,unwitnessed,1,56,seen2,380,4,12,0.14285714285714288,285.97844599970796,0.3581519892681841,0.9064188861398053,1
30,37,2,cross,unwitnessed,0,56,seen2,380,4,12,0.0,0.3620940524716616,0.9982141767303763,0.003568599348130863,0
31,38,2,cross,unwitnessed,0,56,seen2,380,4,12,1.3866695599588098e-32,0.3620940524716474,0.9982770814033443,0.003443063219040246,0
30,31,2,within,unwitnessed,1,56,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.24995694205087465,0.9430567180170376,1
37,38,2,within,unwitnessed,1,56,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.10245110218601153,0.9945124951054624,1
44,51,3,cross,unwitnessed,0,56,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9980332567780041,0.00397949880219508,0
45,52,3,cross,unwitnessed,0,56,seen2,380,4,12,0.0,0.3620940524716474,0.9977858395039658,0.004424378123487744,0
44,45,3,within,unwitnessed,1,56,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.1024345520631244,0.9934982076241137,1
51,52,3,within,unwitnessed,1,56,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.26954747798129786,0.9397049754913758,1
58,65,4,cross,unwitnessed,0,56,seen2,380,4,12,0.0,0.3620940524716616,0.9977047909902588,0.004621343864933204,0
59,66,4,cross,unwitnessed,0,56,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716758,0.996889579933971,0.0062656850345655145,0
58,59,4,within,unwitnessed,1,56,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.22120696404569734,0.9533024162574033,1
65,66,4,within,unwitnessed,1,56,seen2,380,4,12,0.14285714285714274,285.97844599984427,0.2551825525985798,0.9403329731359558,1
72,79,5,cross,witnessed,0,56,seen2,380,4,12,0.0,0.3620915080874598,0.9983677292351517,0.0032619212113151608,0
73,80,5,cross,witnessed,0,56,seen2,380,4,12,0.0,0.3620915080874598,0.9967281094215462,0.006536687318614713,0
72,73,5,within,witnessed,0,56,seen2,380,4,12,0.0,1.6195532531416061,0.9995331113000985,0.0009372241500249656,0
79,80,5,within,witnessed,0,56,seen2,380,4,12,0.0,1.5119498956815585,0.9996304896555596,0.0007419870242688856,0
86,93,6,cross,witnessed,0,56,seen2,380,4,12,0.0,0.36209150808746,0.9965644684319321,0.007043167384036301,0
87,94,6,cross,witnessed,0,56,seen2,380,4,12,0.0,0.36209150808746,0.9980926655712573,0.003819473855932461,0
86,87,6,within,witnessed,0,56,seen2,380,4,12,0.0,1.619553253141608,0.9996167549856845,0.0007841304676265126,0
93,94,6,within,witnessed,0,56,seen2,380,4,12,0.0,1.5119498956815596,0.9996909792157127,0.0006422573534239031,0
100,107,7,cross,witnessed,0,56,seen2,380,4,12,0.0,0.36209150808745993,0.9981823402815206,0.003632018556493965,0
101,108,7,cross,witnessed,0,56,seen2,380,4,12,0.0,0.36209150808745993,0.9982595616979614,0.0035276629938994796,0
100,101,7,within,witnessed,0,56,seen2,380,4,12,0.0,1.619553253141608,0.9995449258406822,0.0009214741367194465,0
107,108,7,within,witnessed,0,56,seen2,380,4,12,0.0,1.5119498956815591,0.9995336632190053,0.0009433627035492926,0
2,9,0,cross,unwitnessed,0,57,seen2,380,4,12,0.0,0.3620940524716474,0.9979807347793629,0.004044516451418647,0
3,10,0,cross,unwitnessed,0,57,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9978474542939064,0.004338834257395465,0
2,3,0,within,unwitnessed,1,57,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.2047017544287072,0.9581283742313875,1
9,10,0,within,unwitnessed,1,57,seen2,380,4,12,0.14285714285714274,285.9784459998443,0.40254592932042677,0.8916241717829909,1
16,23,1,cross,unwitnessed,0,57,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716474,0.9975767499012003,0.004983548243543149,0
17,24,1,cross,unwitnessed,0,57,seen2,380,4,12,0.0,0.3620940524716332,0.9982609140564352,0.0034830493465717017,0
16,17,1,within,unwitnessed,1,57,seen2,380,4,12,0.14285714285714274,285.97844599970784,0.22995287650161977,0.9471967491699131,1
23,24,1,within,unwitnessed,1,57,seen2,380,4,12,0.14285714285714288,285.97844599970796,0.2562282159987641,0.9344996245626661,1
30,37,2,cross,witnessed,0,57,seen2,380,4,12,0.0,0.3620915080874599,0.9982375008615879,0.0036433114503719504,0
31,38,2,cross,witnessed,0,57,seen2,380,4,12,0.0,0.3620915080874599,0.9978496025433056,0.004296331534386636,0
30,31,2,within,witnessed,0,57,seen2,380,4,12,0.0,1.619553253141607,0.9993899941482026,0.0012333603549376094,0
37,38,2,within,witnessed,0,57,seen2,380,4,12,0.0,1.5119498956815591,0.9994572560018328,0.0010939649373901638,0
44,51,3,cross,unwitnessed,0,57,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9979255685923069,0.004170651919822544,0
45,52,3,cross,unwitnessed,0,57,seen2,380,4,12,0.0,0.3620940524716474,0.9985167561500548,0.003091102455406106,0
44,45,3,within,unwitnessed,1,57,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.1921708547558932,0.9637923963238736,1
51,52,3,within,unwitnessed,1,57,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.2316547313830734,0.9489672576827846,1
58,65,4,cross,witnessed,0,57,seen2,380,4,12,0.0,0.36209150808745993,0.9975677930102068,0.004868322572947365,0
59,66,4,cross,witnessed,0,57,seen2,380,4,12,0.0,0.3620915080874598,0.9977962904949662,0.0044087652993639115,0
58,59,4,within,witnessed,0,57,seen2,380,4,12,0.0,1.619553253141608,0.9992788997353259,0.001490446949725978,0
65,66,4,within,witnessed,0,57,seen2,380,4,12,0.0,1.51194989568156,0.9992428289727073,0.0015475316298367708,0
72,79,5,cross,witnessed,0,57,seen2,380,4,12,0.0,0.3620915080874598,0.99663069015612,0.00691688551159374,0
73,80,5,cross,witnessed,0,57,seen2,380,4,12,0.0,0.3620915080874598,0.9980726160513629,0.0039070754821948946,0
72,73,5,within,witnessed,0,57,seen2,380,4,12,0.0,1.6195532531416061,0.9995965693447921,0.000811129080190034,0
79,80,5,within,witnessed,0,57,seen2,380,4,12,0.0,1.5119498956815585,0.9995781553189039,0.0008568754324827969,0
86,93,6,cross,unwitnessed,0,57,seen2,380,4,12,1.5407439555097887e-33,0.3620940524716616,0.9976812083784994,0.004707987590547445,0
87,94,6,cross,unwitnessed,0,57,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9976311182189288,0.004781720200446805,0
86,87,6,within,unwitnessed,1,57,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.07502457016988025,1.0150375728018757,1
93,94,6,within,unwitnessed,1,57,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.14259395013124795,0.9846136563065433,1
100,107,7,cross,witnessed,0,57,seen2,380,4,12,0.0,0.36209150808745993,0.9983924029518838,0.003285274503119022,0
101,108,7,cross,witnessed,0,57,seen2,380,4,12,0.0,0.36209150808745993,0.9979069359202513,0.004182930977238692,0
100,101,7,within,witnessed,0,57,seen2,380,4,12,0.0,1.619553253141608,0.9996657100666752,0.0006799459943555181,0
107,108,7,within,witnessed,0,57,seen2,380,4,12,0.0,1.5119498956815591,0.9997202946302123,0.0005725220519253365,0
2,9,0,cross,unwitnessed,0,58,seen2,380,4,12,0.0,0.3620940524716474,0.9982197291428776,0.003919908617148964,0
3,10,0,cross,unwitnessed,0,58,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9970088083547101,0.005979344179934504,0
2,3,0,within,unwitnessed,1,58,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.20017004419292472,0.96172944006728,1
9,10,0,within,unwitnessed,1,58,seen2,380,4,12,0.14285714285714274,285.9784459998443,0.1778625519430172,0.9699512697874473,1
16,23,1,cross,unwitnessed,0,58,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716474,0.9967297404117713,0.0065688661834965075,0
17,24,1,cross,unwitnessed,0,58,seen2,380,4,12,0.0,0.3620940524716332,0.9975330795585384,0.004928090903756806,0
16,17,1,within,unwitnessed,1,58,seen2,380,4,12,0.14285714285714274,285.97844599970784,0.029155898347124173,1.023885517736514,1
23,24,1,within,unwitnessed,1,58,seen2,380,4,12,0.14285714285714288,285.97844599970796,0.21670569351743157,0.953080224918312,1
30,37,2,cross,witnessed,0,58,seen2,380,4,12,0.0,0.3620915080874599,0.9975585259350176,0.005077769764338442,0
31,38,2,cross,witnessed,0,58,seen2,380,4,12,0.0,0.3620915080874599,0.9972433092518617,0.005545418776542158,0
30,31,2,within,witnessed,0,58,seen2,380,4,12,0.0,1.619553253141607,0.9996167840116611,0.0007929590817484306,0
37,38,2,within,witnessed,0,58,seen2,380,4,12,0.0,1.5119498956815591,0.9996216439918232,0.0007981303281662296,0
44,51,3,cross,witnessed,0,58,seen2,380,4,12,0.0,0.3620915080874598,0.9977295545934449,0.004619134684764273,0
45,52,3,cross,witnessed,0,58,seen2,380,4,12,0.0,0.36209150808745993,0.9976686303435436,0.0047263227096891085,0
44,45,3,within,witnessed,0,58,seen2,380,4,12,0.0,1.6195532531416075,0.9994747970826504,0.0010501909680287076,0
51,52,3,within,witnessed,0,58,seen2,380,4,12,0.0,1.5119498956815591,0.999507330318804,0.00098512306413259,0
58,65,4,cross,witnessed,0,58,seen2,380,4,12,0.0,0.36209150808745993,0.9979091542294005,0.004411368070968487,0
59,66,4,cross,witnessed,0,58,seen2,380,4,12,0.0,0.3620915080874598,0.9971435552542086,0.005810377206970184,0
58,59,4,within,witnessed,0,58,seen2,380,4,12,0.0,1.619553253141608,0.9995465415570626,0.0009238450005994976,0
65,66,4,within,witnessed,0,58,seen2,380,4,12,0.0,1.51194989568156,0.9995357548801416,0.0009285201158260658,0
72,79,5,cross,witnessed,0,58,seen2,380,4,12,0.0,0.3620915080874598,0.9983609118594772,0.0033255738001073637,0
73,80,5,cross,witnessed,0,58,seen2,380,4,12,0.0,0.3620915080874598,0.9979125758661368,0.004298780587304708,0
72,73,5,within,witnessed,0,58,seen2,380,4,12,0.0,1.6195532531416061,0.9996728127317256,0.0006682445587365865,0
79,80,5,within,witnessed,0,58,seen2,380,4,12,0.0,1.5119498956815585,0.9996659361469191,0.000668460233830372,0
86,93,6,cross,unwitnessed,0,58,seen2,380,4,12,1.5407439555097887e-33,0.3620940524716616,0.9984153669597476,0.0033599029094815206,0
87,94,6,cross,unwitnessed,0,58,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9978916855226029,0.0045192445292757105,0
86,87,6,within,unwitnessed,1,58,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.05503576031222492,1.0135168017573966,1
93,94,6,within,unwitnessed,1,58,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.15197041892248578,0.9772825278458035,1
100,107,7,cross,unwitnessed,0,58,seen2,380,4,12,1.2480026039629288e-31,0.3620940524716616,0.9984800571379242,0.0030400138466961982,0
101,108,7,cross,unwitnessed,0,58,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9981234376364533,0.003785911682579728,0
100,101,7,within,unwitnessed,1,58,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.3281699515865407,0.9005222247963914,1
107,108,7,within,unwitnessed,1,58,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.13545059515321714,0.9870830327987858,1
2,9,0,cross,unwitnessed,0,59,seen2,380,4,12,0.0,0.3620940524716474,0.9974554853604294,0.005113054396477648,0
3,10,0,cross,unwitnessed,0,59,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9971221315403764,0.005874547610799874,0
2,3,0,within,unwitnessed,1,59,seen2,380,4,12,0.14285714285714293,285.9784459998442,-0.08132745798656708,1.0738202851939975,1
9,10,0,within,unwitnessed,1,59,seen2,380,4,12,0.14285714285714274,285.9784459998443,0.138402687189692,0.9859283118092725,1
16,23,1,cross,witnessed,0,59,seen2,380,4,12,0.0,0.3620915080874599,0.9982782613723828,0.003454383743346223,0
17,24,1,cross,witnessed,0,59,seen2,380,4,12,0.0,0.36209150808745993,0.997363271023578,0.005432704412422306,0
16,17,1,within,witnessed,0,59,seen2,380,4,12,0.0,1.619553253141607,0.99951574404834,0.0009685882293303617,0
23,24,1,within,witnessed,0,59,seen2,380,4,12,0.0,1.5119498956815591,0.9995768070493568,0.0008732073562169535,0
30,37,2,cross,witnessed,0,59,seen2,380,4,12,0.0,0.3620915080874599,0.9975422082217114,0.004914532119482976,0
31,38,2,cross,witnessed,0,59,seen2,380,4,12,0.0,0.3620915080874599,0.9975260009117595,0.00503591880107561,0
30,31,2,within,witnessed,0,59,seen2,380,4,12,0.0,1.619553253141607,0.9994660768870585,0.0010943368981956505,0
37,38,2,within,witnessed,0,59,seen2,380,4,12,0.0,1.5119498956815591,0.9994677225972007,0.0011131052606154815,0
44,51,3,cross,witnessed,0,59,seen2,380,4,12,0.0,0.3620915080874598,0.9983825832123338,0.0032939620506771236,0
45,52,3,cross,witnessed,0,59,seen2,380,4,12,0.0,0.36209150808745993,0.9978575343671736,0.004363224165449194,0
44,45,3,within,witnessed,0,59,seen2,380,4,12,0.0,1.6195532531416075,0.9995030071223271,0.001001918127619698,0
51,52,3,within,witnessed,0,59,seen2,380,4,12,0.0,1.5119498956815591,0.9995211681495686,0.0009586686266401318,0
58,65,4,cross,witnessed,0,59,seen2,380,4,12,0.0,0.36209150808745993,0.9979663157625814,0.004129959445603931,0
59,66,4,cross,witnessed,0,59,seen2,380,4,12,0.0,0.3620915080874598,0.9971741076832862,0.005644246247474831,0
58,59,4,within,witnessed,0,59,seen2,380,4,12,0.0,1.619553253141608,0.9996501215248169,0.000715688457088444,0
65,66,4,within,witnessed,0,59,seen2,380,4,12,0.0,1.51194989568156,0.9996172351978385,0.0007657920567283035,0
72,79,5,cross,unwitnessed,0,59,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716332,0.9968103312069929,0.006369261673771889,0
73,80,5,cross,unwitnessed,0,59,seen2,380,4,12,0.0,0.3620940524716332,0.9982855386930058,0.00343349479706858,0
72,73,5,within,unwitnessed,1,59,seen2,380,4,12,0.14285714285714274,285.97844599961695,0.04392730207938021,1.0292105371563607,1
79,80,5,within,unwitnessed,1,59,seen2,380,4,12,0.14285714285714288,285.978445999617,0.3053640567326237,0.9152083777389263,1
