query_id,seed,pair,estimated_witness_risk,geometry_risk,estimated_wmse,geometry_wmse,scoring_evaluable,accepted_primary
109::CEBPE+SPI1,109,CEBPE+SPI1,0.1865613552677007,0.1319899391718213,0.3997030458959958,0.5416487804072277,True,False
109::FOXA1+FOXA3,109,FOXA1+FOXA3,0.0811624571646419,0.1287713492401245,0.12077231650622341,0.09848442106884261,True,True
109::IKZF3+MAPK1,109,IKZF3+MAPK1,0.1268455553636951,0.1342827849533729,0.15602439971465398,0.2622090754256158,True,False
109::KLF1+TGFBR2,109,KLF1+TGFBR2,0.0653920315469981,0.1120300288443658,0.03690664923880184,0.04108524406878504,True,True
109::DLX2+ZBTB10,109,DLX2+ZBTB10,0.1600480353153457,0.1438287539489781,0.34702824143281896,0.37584391007345,True,False
109::ETS2+MAP7D1,109,ETS2+MAP7D1,0.1054258186231333,0.1344894794288528,0.13346155021221826,0.19104838656850986,True,False
110::DUSP9+PRTG,110,DUSP9+PRTG,0.1218851697363343,0.1372200864802966,0.22194242822154134,0.40013588380807785,True,False
110::SAMD1+UBASH3B,110,SAMD1+UBASH3B,0.051187595692227,0.1252704953165886,0.04043658539151403,0.040648003591276224,True,True
110::PTPN9+UBASH3B,110,PTPN9+UBASH3B,0.058347016222075,0.1335882324466444,0.03961092927905542,0.05955664346541535,True,True
110::ETS2+IGDCC3,110,ETS2+IGDCC3,0.0901205720892834,0.1365255988714234,0.05603321556751985,0.19150196631899458,True,True
110::CEBPE+ZC3HAV1,110,CEBPE+ZC3HAV1,0.0770313318746328,0.1358029611202031,0.1680863252512931,0.2091580614358305,True,True
110::TBX2+TBX3,110,TBX2+TBX3,0.1246056858879516,0.1711569106641535,0.1776623403111301,0.20239663434132188,True,False
110::BAK1+KLF1,110,BAK1+KLF1,0.0715180020372958,0.1357026019893531,0.04556261843049415,0.07572657483203515,True,True
110::FOXA1+FOXA3,110,FOXA1+FOXA3,0.0835343875596777,0.1397968799431188,0.13012620619126614,0.10247117900941427,True,True
110::DLX2+ZBTB10,110,DLX2+ZBTB10,0.1893412443832995,0.1531077997261753,0.3184606137694877,0.3765419478126323,True,False
110::ETS2+MAP7D1,110,ETS2+MAP7D1,0.1091708847211949,0.1488400090603891,0.12322535650643648,0.16188398903499207,True,False
111::DUSP9+ETS2,111,DUSP9+ETS2,0.1970095939914823,0.0849709437386324,0.5006872965873516,0.5116679442135649,True,False
111::CDKN1A+CDKN1B,111,CDKN1A+CDKN1B,0.1222739593370114,0.2008924388936357,0.08020726710834876,0.07710225468658252,True,False
111::CEBPE+SPI1,111,CEBPE+SPI1,0.1831090344145378,0.1101712308396782,0.4701273629302466,1.1330593464430545,True,False
111::BAK1+KLF1,111,BAK1+KLF1,0.0847138739591163,0.128423480201666,0.046749463730527546,0.07162079372552213,True,True
112::PTPN9+UBASH3B,112,PTPN9+UBASH3B,0.0448804958728345,0.1434480324801481,0.06107378686664153,0.09009545222488634,True,True
112::CDKN1A+CDKN1B,112,CDKN1A+CDKN1B,0.0936057237213174,0.1749508250678252,0.08792834283765202,0.09864736225632995,True,False
112::BAK1+KLF1,112,BAK1+KLF1,0.0608462991516747,0.1363519210157313,0.037519843274496714,0.07735126141423314,True,True
112::PTPN12+PTPN9,112,PTPN12+PTPN9,0.0490737292209016,0.1448607455701606,0.04988017648569506,0.09044798473537356,True,True
112::FOXA1+HOXB9,112,FOXA1+HOXB9,0.046793978028711,0.1425504651790435,0.09386421818663297,0.0918339979325385,True,True
112::KLF1+TGFBR2,112,KLF1+TGFBR2,0.0531906419689663,0.12180181014665,0.052180921056012915,0.04024623109672257,True,True
113::FOSB+UBASH3B,113,FOSB+UBASH3B,0.0601853186728848,0.1264304533946794,0.08025551711379732,0.2391432672812573,True,True
113::DUSP9+PRTG,113,DUSP9+PRTG,0.0980976943992256,0.139987987649693,0.13621067893660954,0.40031051920864325,True,False
113::ELMSAN1+MAP2K3,113,ELMSAN1+MAP2K3,0.0808022254720409,0.1474188239812122,,,False,True
113::CDKN1A+CDKN1B,113,CDKN1A+CDKN1B,0.1199936066315939,0.1801871586843897,0.08993008070176148,0.09864736225632995,True,False
113::FOXA3+FOXF1,113,FOXA3+FOXF1,0.0821319106044254,0.1715317045794559,0.06621180502932134,0.07420756004274633,True,True
113::FOXA3+HOXB9,113,FOXA3+HOXB9,0.0985957812029273,0.1773691712314689,0.06442602151063798,0.08915856094571185,True,False
113::FOXF1+HOXB9,113,FOXF1+HOXB9,0.0756920020700394,0.1715317045794559,0.06931046410005735,0.07918628707677597,True,True
114::CBFA2T3+POU3F2,114,CBFA2T3+POU3F2,0.0896346824153796,0.1561752504019839,0.10400464722084848,0.10942196431468348,True,True
114::FOXA3+HOXB9,114,FOXA3+HOXB9,0.0773369193168727,0.1520573816307027,0.054784328201143886,0.0690916961313903,True,True
114::PTPN12+PTPN9,114,PTPN12+PTPN9,0.0597917451731474,0.1312453492481808,0.030537377186191192,0.07259119459595569,True,True
114::CEBPE+KLF1,114,CEBPE+KLF1,0.1121714737417719,0.1176037359385905,0.080101838873912,0.15739456854803732,True,False
114::DLX2+ZBTB10,114,DLX2+ZBTB10,0.2130114947048763,0.1544250267061609,0.2783537864132832,0.3827218996423237,True,False
114::FOXF1+HOXB9,114,FOXF1+HOXB9,0.0736340776748455,0.1520573816307027,0.07737127066599087,0.0788291380302427,True,True
114::CNN1+UBASH3B,114,CNN1+UBASH3B,0.0589254804162961,0.1252706846023743,0.12479670950074517,0.3104152900476913,True,True
115::CEBPB+LYL1,115,CEBPB+LYL1,0.0941439071371523,0.1457577705197765,0.12117944930426505,0.2189968617248773,True,False
115::ETS2+PRTG,115,ETS2+PRTG,0.0844078836347026,0.1338743810361987,0.06692773702221466,0.26075213288403654,True,True
115::DUSP9+ETS2,115,DUSP9+ETS2,0.2410273054939761,0.1334972775310685,0.3216683193019708,0.35418856183052233,True,False
115::PTPN9+UBASH3B,115,PTPN9+UBASH3B,0.0516280698373391,0.1326808082923383,0.056523872805647225,0.0797039659943774,True,True
115::CBFA2T3+POU3F2,115,CBFA2T3+POU3F2,0.0832376686148975,0.1571784846587217,0.10436644529541952,0.10906449808522765,True,True
115::CEBPE+ZC3HAV1,115,CEBPE+ZC3HAV1,0.1048291214490392,0.1433466391958162,0.12921790502064565,0.17144295876231216,True,False
115::ETS2+MAP7D1,115,ETS2+MAP7D1,0.1152680549632165,0.1456511480936857,0.10473092208125614,0.13045436118056222,True,False
116::CEBPB+LYL1,116,CEBPB+LYL1,0.098259112952701,0.152806666921282,0.26622023670750344,0.35839840996981104,True,False
116::CEBPA+CEBPB,116,CEBPA+CEBPB,0.1327795694199608,0.1364717580136382,0.33524471952956253,1.0589477238133869,True,False
116::ELMSAN1+MAP2K3,116,ELMSAN1+MAP2K3,0.0956691053169123,0.1451825785622648,,,False,False
116::CBFA2T3+POU3F2,116,CBFA2T3+POU3F2,0.0988369634703118,0.1599910184778999,0.11155463201659263,0.11182114661848389,True,False
116::CDKN1A+CDKN1C,116,CDKN1A+CDKN1C,0.1731105360249424,0.1756341671415806,0.10175539527143687,0.1446258764437509,True,False
116::TBX2+TBX3,116,TBX2+TBX3,0.1320826863140733,0.1734658440904499,0.18269304959705834,0.20239663434132188,True,False
116::KLF1+TGFBR2,116,KLF1+TGFBR2,0.0653018379983755,0.1222474391589785,0.04848922802580138,0.045866877139752585,True,True
116::AHR+FEV,116,AHR+FEV,0.2015074757724959,0.155329357210906,0.2753051395324426,0.23745989339862725,True,False
116::DLX2+ZBTB10,116,DLX2+ZBTB10,0.1604255901673586,0.1567084721737241,0.39679077202153185,0.4010262520572389,True,False
116::ETS2+MAP7D1,116,ETS2+MAP7D1,0.105728040426414,0.1434482540422949,0.14469599518123075,0.17183681581384408,True,False
117::CEBPA+CEBPB,117,CEBPA+CEBPB,0.114771618153198,0.1157439642974145,0.27677493204504355,0.7624357854324808,True,False
117::DUSP9+PRTG,117,DUSP9+PRTG,0.0990208082501235,0.125658648415567,0.13451399395319885,0.37740716419679754,True,False
117::DUSP9+SNAI1,117,DUSP9+SNAI1,0.1507291996198341,0.1217637880877436,1.2680842822781797,1.241053067482537,True,False
117::CDKN1A+CDKN1C,117,CDKN1A+CDKN1C,0.1556632771041367,0.156224054446868,0.09884687467335027,0.1446258764437509,True,False
117::PTPN12+PTPN9,117,PTPN12+PTPN9,0.0659024343747786,0.1256721724646635,0.033566815440087716,0.07792984896181622,True,True
117::DLX2+ZBTB10,117,DLX2+ZBTB10,0.1477132317975359,0.1386486423440408,0.34654945592023806,0.34192766055389523,True,False
117::FOXF1+HOXB9,117,FOXF1+HOXB9,0.0628555852119109,0.1278356510642955,0.07871858725139189,0.07678723798152803,True,True
118::CEBPB+LYL1,118,CEBPB+LYL1,0.0793034911759551,0.1358227201072367,0.2013182757746993,0.29822804104951217,True,True
118::ETS2+PRTG,118,ETS2+PRTG,0.0503964831767514,0.0913033727955017,0.0498893490653472,0.29747457432302865,True,True
118::FOSB+UBASH3B,118,FOSB+UBASH3B,0.0498112734959079,0.0855137531454177,0.10975471448704616,0.3268050065963978,True,True
118::DUSP9+ETS2,118,DUSP9+ETS2,0.3071774975445958,0.0943548700426818,0.43469418493098244,0.467518455070478,True,False
118::PTPN9+UBASH3B,118,PTPN9+UBASH3B,0.0451047057839,0.0984412190037591,0.054881263447811246,0.05346120408151265,True,True
118::ELMSAN1+MAP2K3,118,ELMSAN1+MAP2K3,0.0792115155535487,0.1229599098183001,,,False,True
118::CEBPE+SPI1,118,CEBPE+SPI1,0.2850210368446547,0.1160234935744551,0.44093560586973596,0.9568755656537489,True,False
118::TBX2+TBX3,118,TBX2+TBX3,0.1240039598477124,0.1945759874714699,0.16525593709267047,0.20100513350260346,True,False
118::FOXF1+HOXB9,118,FOXF1+HOXB9,0.0540406277228853,0.1141638077131223,0.07519356487783205,0.07716651712761297,True,True
118::SNAI1+UBASH3B,118,SNAI1+UBASH3B,0.065152076977094,0.0995528505299999,0.06652464085997185,0.13073911226079174,True,True
119::ETS2+PRTG,119,ETS2+PRTG,0.0664453257924788,0.1285496465117301,0.040320918373178,0.18663715220807092,True,True
119::FOXA3+HOXB9,119,FOXA3+HOXB9,0.0900651940440261,0.1558751090085213,0.0833186907596591,0.08459973882598074,True,True
119::PTPN12+PTPN9,119,PTPN12+PTPN9,0.0647067868976801,0.1426712099033383,0.03833171937193579,0.07808339147196866,True,True
119::IKZF3+MAPK1,119,IKZF3+MAPK1,0.1583774627878577,0.1405174533276922,0.18615992883377736,0.20598789644998478,True,False
119::FOXA1+HOXB9,119,FOXA1+HOXB9,0.0856396373150149,0.1518746938144425,0.16384714330725067,0.13946897433771577,True,True
120::CEBPB+LYL1,120,CEBPB+LYL1,0.0875252290517041,0.1325267582524786,0.19581811381944186,0.33383789696438004,True,True
120::ETS2+PRTG,120,ETS2+PRTG,0.0365361873518415,0.0875462534152236,0.049896594424840505,0.18622897308909422,True,True
120::SAMD1+UBASH3B,120,SAMD1+UBASH3B,0.0342499023900663,0.0898791377374648,0.0472255313245772,0.04478052736307615,True,True
120::DUSP9+SNAI1,120,DUSP9+SNAI1,0.1885099604707498,0.0926723931593131,0.9717893733732409,1.2024147521320878,True,False
120::PTPN9+UBASH3B,120,PTPN9+UBASH3B,0.0360805215487853,0.0971956956667683,0.05443203816019651,0.05101274187297747,True,True
120::IKZF3+MAPK1,120,IKZF3+MAPK1,0.0916844905868695,0.0918050041743172,0.0995877772492021,0.12293528410044761,True,True
120::CEBPE+KLF1,120,CEBPE+KLF1,0.0819265124691064,0.0780058782083248,0.09249648607550513,0.15368797689496033,True,True
120::ETS2+MAP7D1,120,ETS2+MAP7D1,0.102773233812805,0.1171685044288093,0.1482266756215191,0.2671376017566162,True,False
121::CEBPB+LYL1,121,CEBPB+LYL1,0.0864596113003961,0.1405263058854757,0.15417895420227293,0.22125678011619318,True,True
121::SAMD1+UBASH3B,121,SAMD1+UBASH3B,0.0572043079447823,0.1233147873971629,0.044537748168203106,0.03981131260209323,True,True
121::PTPN12+PTPN9,121,PTPN12+PTPN9,0.0667026472473918,0.1299597678453094,0.02954010311130368,0.06269858164048898,True,True
121::DLX2+ZBTB10,121,DLX2+ZBTB10,0.1426647498518766,0.1477988814809715,0.3311540261435004,0.37526621007278793,True,False
122::ETS2+PRTG,122,ETS2+PRTG,0.111348354951193,0.1312617719857469,0.10647915491662724,0.29003925855657275,True,False
122::DUSP9+ETS2,122,DUSP9+ETS2,0.1284311780686955,0.1306767725139905,0.2654697527612146,0.4271891408630965,True,False
122::FOXA3+FOXF1,122,FOXA3+FOXF1,0.1173525526164736,0.1568175332019424,0.07030366402618829,0.06850376249593385,True,False
122::BAK1+KLF1,122,BAK1+KLF1,0.1122768228320388,0.1372033592314459,0.06865166898155627,0.08192458078648615,True,False
122::FOXA1+HOXB9,122,FOXA1+HOXB9,0.1110083557363143,0.1440948472803241,0.07602894090317897,0.07534224632569539,True,False
122::SNAI1+UBASH3B,122,SNAI1+UBASH3B,0.1043507660216805,0.1256094512362714,0.05500126555985836,0.0865727300483505,True,False
122::CNN1+UBASH3B,122,CNN1+UBASH3B,0.1016014622632998,0.1307439505684123,0.12656058220940866,0.19256447250927494,True,False
123::ETS2+PRTG,123,ETS2+PRTG,0.0876342820431139,0.1180487404459395,0.08435860329695008,0.2263789438353946,True,True
123::CEBPA+CEBPB,123,CEBPA+CEBPB,0.126785935551976,0.1256022938720883,0.3341744612760532,0.6626594493842455,True,False
123::DUSP9+ETS2,123,DUSP9+ETS2,0.1511703174719288,0.1201648822061374,0.2939848337848414,0.31150801768236935,True,False
123::DUSP9+SNAI1,123,DUSP9+SNAI1,0.146699147607162,0.1278805430427832,1.0284075494811216,0.9399734170795501,True,False
123::PTPN9+UBASH3B,123,PTPN9+UBASH3B,0.0911903008069932,0.129893841441732,0.0458649902642944,0.05852503453370329,True,True
123::FOXA3+HOXB9,123,FOXA3+HOXB9,0.0930427115125373,0.1315836157304105,0.06110555359896404,0.06500737267522844,True,False
123::CDKN1A+CDKN1C,123,CDKN1A+CDKN1C,0.1591296104604624,0.1602343083095991,0.10409437911538408,0.1446258764437509,True,False
123::KLF1+TGFBR2,123,KLF1+TGFBR2,0.0806004159440839,0.1126868598958494,0.03792643878766501,0.04626306144273323,True,True
123::SNAI1+UBASH3B,123,SNAI1+UBASH3B,0.0872731647865853,0.1185997257815545,0.04775796909345411,0.06830582523356243,True,True
124::FOSB+UBASH3B,124,FOSB+UBASH3B,0.059507356679959,0.129631724968847,0.12393682473179846,0.24643700296040782,True,True
124::DUSP9+ETS2,124,DUSP9+ETS2,0.2359557927861615,0.1310335663836616,0.37691853551048315,0.32886561066843706,True,False
124::SAMD1+UBASH3B,124,SAMD1+UBASH3B,0.0507420890096287,0.1353239515851058,0.05166469735135698,0.048712823942358506,True,True
124::FOXA3+FOXF1,124,FOXA3+FOXF1,0.0682664666082739,0.163349484043754,0.07611475654683647,0.07426069562871429,True,True
124::KLF1+TGFBR2,124,KLF1+TGFBR2,0.0593933730803565,0.1230201011703851,0.04318026978256963,0.04260030969822577,True,True
124::FOXF1+HOXB9,124,FOXF1+HOXB9,0.0651339219243714,0.1573273410284237,0.08708493082559586,0.08650166503310272,True,True
125::DUSP9+PRTG,125,DUSP9+PRTG,0.2602827975249763,0.1396465361495764,0.3970124475630359,0.29409705042474454,True,False
125::DUSP9+ETS2,125,DUSP9+ETS2,0.1076297060626706,0.1374943370891889,0.1651026292633085,0.18340128431632258,True,False
125::CEBPB+CEBPE,125,CEBPB+CEBPE,0.1191809336244051,0.1247252811325766,0.13412989055215085,0.15062922539918627,True,False
125::CEBPE+SPI1,125,CEBPE+SPI1,0.235512540412132,0.146318161387703,0.38074292561418266,0.610283674925671,True,False
125::IKZF3+MAPK1,125,IKZF3+MAPK1,0.140254077852736,0.1343354011983021,0.13198546048943302,0.1316705752560679,True,False
125::FOXA1+HOXB9,125,FOXA1+HOXB9,0.0667802603464739,0.1463664635661768,0.12183390641379069,0.10820931666620709,True,True
125::KLF1+TGFBR2,125,KLF1+TGFBR2,0.0629764405858745,0.1268472628510544,0.047927580675666256,0.040587309847436526,True,True
125::DLX2+ZBTB10,125,DLX2+ZBTB10,0.219102716896785,0.1648393689585263,0.31068723879110444,0.3557044578519823,True,False
125::FOXF1+HOXB9,125,FOXF1+HOXB9,0.0651259783319909,0.1502146066149775,0.08607909237231663,0.08629478664961081,True,True
125::ETS2+MAP7D1,125,ETS2+MAP7D1,0.1181221153524491,0.1512662955500145,0.1342765143048154,0.15389326717403484,True,False
126::FOSB+UBASH3B,126,FOSB+UBASH3B,0.0623841324146862,0.1315766769762096,0.134422833140401,0.17130219937392827,True,True
126::CDKN1A+CDKN1B,126,CDKN1A+CDKN1B,0.1380109152594427,0.1716232204327383,0.08160749912525116,0.09864736225632995,True,False
126::TBX2+TBX3,126,TBX2+TBX3,0.1494924123871746,0.1695044152422107,0.18501641110222866,0.20239663434132188,True,False
126::IKZF3+MAPK1,126,IKZF3+MAPK1,0.1318892162446896,0.1341008530280204,0.18329927547608155,0.28893402502076804,True,False
126::FOXA1+HOXB9,126,FOXA1+HOXB9,0.0579949480376571,0.1409361364454691,0.08694282305455764,0.09705169766555719,True,True
126::KLF1+TGFBR2,126,KLF1+TGFBR2,0.060038153859453,0.1205167007963904,0.05134686661641245,0.04913229156847905,True,True
126::CNN1+UBASH3B,126,CNN1+UBASH3B,0.047093240218522,0.1260406343852366,0.07316181981870883,0.21659541931994108,True,True
127::SAMD1+UBASH3B,127,SAMD1+UBASH3B,0.0629866638841781,0.1684059968634929,0.03634788477882843,0.05394150888376073,True,True
127::CEBPB+CEBPE,127,CEBPB+CEBPE,0.1474875093396343,0.1643078973090358,0.22627424887961417,0.3090503780187011,True,False
127::PTPN9+UBASH3B,127,PTPN9+UBASH3B,0.0683372339088857,0.1705538470978749,0.057141311418365315,0.09834801184723058,True,True
127::IKZF3+MAPK1,127,IKZF3+MAPK1,0.3941637174032713,0.173477544787263,0.4987483045511647,0.34147134289336034,True,False
127::FOXF1+HOXB9,127,FOXF1+HOXB9,0.068571058940658,0.1757722741881389,0.0649119129104133,0.0872301746210043,True,True
128::CEBPB+LYL1,128,CEBPB+LYL1,0.1125886915033848,0.1371150331690745,0.22948887753606426,0.2854872496992428,True,False
128::BAK1+KLF1,128,BAK1+KLF1,0.1012636110136727,0.1297905543883372,0.053564434352069146,0.05655571479816619,True,False
128::CEBPE+KLF1,128,CEBPE+KLF1,0.1106900504296547,0.1155918706964076,0.11109043608251362,0.14336933213760167,True,False
128::SNAI1+UBASH3B,128,SNAI1+UBASH3B,0.0871100916889968,0.1160631663384239,0.06798419246451065,0.09218238360104958,True,True
