DataSet,seed,perturb,subgroup,DEG,method,cor,mse
Norman,1,PTPN12+ZBTB25,combo_seen1,100,factorized_only,0.943719593825241,0.05751803300900356
Norman,1,PTPN12+ZBTB25,combo_seen1,5000,WitnessCell,0.8507493017017512,0.0019178322547278026
Norman,1,PTPN12+ZBTB25,combo_seen1,5000,factorized_only,0.8449022571560647,0.002095834199035497
Norman,1,RHOXF2+SET,combo_seen1,100,WitnessCell,0.816327539195099,0.07247764542588454
Norman,1,RHOXF2+SET,combo_seen1,100,factorized_only,0.8237187582202815,0.07010182923538691
Norman,1,RHOXF2+SET,combo_seen1,5000,WitnessCell,0.7471951176356909,0.0038210220531501265
Norman,1,RHOXF2+SET,combo_seen1,5000,factorized_only,0.7467645532030541,0.0038950882167756015
Norman,1,BAK1+TMSB4X,combo_seen2,100,WitnessCell,0.9877906082289762,0.003107241368401374
Norman,1,BAK1+TMSB4X,combo_seen2,100,factorized_only,0.9877906082289762,0.003107241368401374
Norman,1,BAK1+TMSB4X,combo_seen2,5000,WitnessCell,0.8431392055323493,0.0004005886710704227
Norman,1,BAK1+TMSB4X,combo_seen2,5000,factorized_only,0.8431392055323493,0.0004005886710704227
Norman,1,BPGM+SAMD1,combo_seen2,100,WitnessCell,0.9851849324647908,0.0058730334638369954
Norman,1,BPGM+SAMD1,combo_seen2,100,factorized_only,0.9806959166423594,0.0067666179829939735
Norman,1,BPGM+SAMD1,combo_seen2,5000,WitnessCell,0.9448320880816992,0.0007113547464698621
Norman,1,BPGM+SAMD1,combo_seen2,5000,factorized_only,0.9356095230345204,0.000751673764164177
Norman,1,CEBPA+CEBPB,combo_seen2,100,WitnessCell,0.9947143836665759,0.01782681114916849
Norman,1,CEBPA+CEBPB,combo_seen2,100,factorized_only,0.9921346279077804,0.013811119969555263
Norman,1,CEBPA+CEBPB,combo_seen2,5000,WitnessCell,0.9332080881147014,0.005752346010710463
Norman,1,CEBPA+CEBPB,combo_seen2,5000,factorized_only,0.9258068269929066,0.0061255466691285
Norman,1,CEBPA+CEBPE,combo_seen2,100,WitnessCell,0.9811948395497658,0.021479004116597093
Norman,1,CEBPA+CEBPE,combo_seen2,100,factorized_only,0.9816762767345747,0.021908315802233503
Norman,1,CEBPA+CEBPE,combo_seen2,5000,WitnessCell,0.9521877141525552,0.002108277021420026
Norman,1,CEBPA+CEBPE,combo_seen2,5000,factorized_only,0.9502908683488935,0.0021985809701516447
Norman,1,CEBPA+JUN,combo_seen2,100,WitnessCell,0.98881428294667,0.025624196202942286
Norman,1,CEBPA+JUN,combo_seen2,100,factorized_only,0.9862946679318103,0.03585001772546467
Norman,1,CEBPA+JUN,combo_seen2,5000,WitnessCell,0.928870185246365,0.004281731381121338
Norman,1,CEBPA+JUN,combo_seen2,5000,factorized_only,0.9208275626618595,0.004759748509313121
Norman,1,CEBPB+CEBPE,combo_seen2,100,WitnessCell,0.9612800993402234,0.04868076853229604
Norman,1,CEBPB+CEBPE,combo_seen2,100,factorized_only,0.9558041082887115,0.05549193341276946
Norman,1,CEBPB+CEBPE,combo_seen2,5000,WitnessCell,0.8979003838481959,0.0029461254606915235
Norman,1,CEBPB+CEBPE,combo_seen2,5000,factorized_only,0.8764898165004279,0.0034105387010565304
Norman,1,CEBPB+LYL1,combo_seen2,100,WitnessCell,0.9107331843875619,0.025284607994615037
Norman,1,CEBPB+LYL1,combo_seen2,100,factorized_only,0.9288064101940179,0.020776811788938074
Norman,1,CEBPB+LYL1,combo_seen2,5000,WitnessCell,0.840477245981141,0.002152133441538386
Norman,1,CEBPB+LYL1,combo_seen2,5000,factorized_only,0.8592229422213992,0.0020313357275361884
Norman,1,CEBPE+FOSB,combo_seen2,100,WitnessCell,0.9482144758156684,0.15155851106291623
Norman,1,CEBPE+FOSB,combo_seen2,100,factorized_only,0.9182598130816226,0.17406598713515806
Norman,1,CEBPE+FOSB,combo_seen2,5000,WitnessCell,0.89463481870229,0.005759993527532158
Norman,1,CEBPE+FOSB,combo_seen2,5000,factorized_only,0.8397052346435022,0.0065271544368483885
Norman,1,CEBPE+SPI1,combo_seen2,100,WitnessCell,0.9067014209948453,0.2183130032324432
Norman,1,CEBPE+SPI1,combo_seen2,100,factorized_only,0.9122464605909162,0.18734330441980945
Norman,1,CEBPE+SPI1,combo_seen2,5000,WitnessCell,0.8026105723899095,0.009652225949363782
Norman,1,CEBPE+SPI1,combo_seen2,5000,factorized_only,0.8098617837851313,0.008826867128788463
Norman,1,DUSP9+IGDCC3,combo_seen2,100,WitnessCell,0.9302830769575935,0.06732829898372007
Norman,1,DUSP9+IGDCC3,combo_seen2,100,factorized_only,0.9236210997481548,0.06736199415709908
Norman,1,DUSP9+IGDCC3,combo_seen2,5000,WitnessCell,0.8288767810113251,0.0027227541990266276
Norman,1,DUSP9+IGDCC3,combo_seen2,5000,factorized_only,0.8041014084411718,0.002940121661435196
Norman,1,DUSP9+PRTG,combo_seen2,100,WitnessCell,0.9409627955920876,0.07105286665103955
Norman,1,DUSP9+PRTG,combo_seen2,100,factorized_only,0.9469946937532798,0.0611170983026307
Norman,1,DUSP9+PRTG,combo_seen2,5000,WitnessCell,0.8489519302630146,0.002750023018956721
Norman,1,DUSP9+PRTG,combo_seen2,5000,factorized_only,0.8500074386838131,0.0025968537657837334
Norman,1,FOXA1+FOXA3,combo_seen2,100,WitnessCell,0.9847159355786372,0.00544132268739839
Norman,1,FOXA1+FOXA3,combo_seen2,100,factorized_only,0.9799470425436626,0.009504989572793447
Norman,1,FOXA1+FOXA3,combo_seen2,5000,WitnessCell,0.9384524340771255,0.0007871847583591102
Norman,1,FOXA1+FOXA3,combo_seen2,5000,factorized_only,0.915571149423283,0.0010814011759411068
Norman,1,FOXL2+ZNF318,combo_seen2,100,WitnessCell,0.9617492266796861,0.005430635072716361
Norman,1,FOXL2+ZNF318,combo_seen2,100,factorized_only,0.9521791859026456,0.005592654195007449
Norman,1,FOXL2+ZNF318,combo_seen2,5000,WitnessCell,0.888647843214747,0.0008281905324721833
Norman,1,FOXL2+ZNF318,combo_seen2,5000,factorized_only,0.8766938077383999,0.0007501448375582902
Norman,1,IKZF3+MAPK1,combo_seen2,100,WitnessCell,0.9846641302821206,0.007026511753086926
Norman,1,IKZF3+MAPK1,combo_seen2,100,factorized_only,0.9615983703302617,0.022713934826212756
Norman,1,IKZF3+MAPK1,combo_seen2,5000,WitnessCell,0.9428252349056895,0.0009504878209663903
Norman,1,IKZF3+MAPK1,combo_seen2,5000,factorized_only,0.9194344527606203,0.0019420990636529244
Norman,1,MAPK1+PRTG,combo_seen2,100,WitnessCell,0.9273379457510214,0.010859870551537334
Norman,1,MAPK1+PRTG,combo_seen2,100,factorized_only,0.9190577262285523,0.016931378626073575
Norman,1,MAPK1+PRTG,combo_seen2,5000,WitnessCell,0.8517341514244754,0.0010590221685846423
Norman,1,MAPK1+PRTG,combo_seen2,5000,factorized_only,0.8276454583364081,0.0019242207629850043
Norman,1,UBASH3A+UBASH3B,combo_seen2,100,WitnessCell,0.9791247847639216,0.003365278745569716
Norman,1,UBASH3A+UBASH3B,combo_seen2,100,factorized_only,0.9563933954382622,0.006026440621216049
Norman,1,UBASH3A+UBASH3B,combo_seen2,5000,WitnessCell,0.9122964386671029,0.000334655842590548
Norman,1,UBASH3A+UBASH3B,combo_seen2,5000,factorized_only,0.8892957316728517,0.00042734436482334966
