seed,subset_id,selected_local,exact,pure_geometry,adequacy_only
2,27,0;5;7,0.28386668888284716,0.04903225806451614,0.09868933036653658
2,28,0;5;8,0.2794391814460148,0.05188940092165899,0.09802824441596814
2,29,0;5;9,0.2961086269639556,0.05630434782608697,0.09554933884138836
2,30,0;6;7,0.2913534543163769,0.05102702702702703,0.09689781384595299
2,31,0;6;8,0.3136062095739331,0.049038461538461545,0.09636822288473595
2,32,0;6;9,0.2932553171116536,0.048093385214007786,0.09377182862892525
2,33,0;7;8,0.301020745351182,0.051981566820276506,0.09901782650049976
2,34,0;7;9,0.28476859012107547,0.04528169014084508,0.09703287854814886
2,35,0;8;9,0.2813764486875669,0.05084615384615386,0.09633061146605264
2,36,1;2;3,0.4374281351543331,0.07379310344827587,0.09850567088616317
2,37,1;2;4,0.30805155658382416,0.058913043478260874,0.0911078061642508
2,38,1;2;5,0.3135230955044096,0.06723809523809525,0.0981069990131995
2,39,1;2;6,0.40842759832834497,0.0710344827586207,0.09546690373739167
2,40,1;2;7,0.40834115501748913,0.07178294573643411,0.09838091586909169
2,41,1;2;8,0.40482460877852566,0.0720496894409938,0.09751241105661608
2,42,1;2;9,0.32539660195029285,0.06566666666666668,0.09541758387361726
2,43,1;3;4,0.32671951818148587,0.04896551724137932,0.09181448686848179
2,44,1;3;5,0.3262169628034703,0.058285714285714295,0.09871482239637865
2,45,1;3;6,0.4557570402016935,0.06391304347826088,0.09601570191090873
2,46,1;3;7,0.43077656372345097,0.06217391304347826,0.0986955816165782
2,47,1;3;8,0.4430986253552899,0.06928571428571428,0.09804481790400711
2,48,1;3;9,0.38268504642831336,0.06153846153846154,0.09555703046384434
2,49,1;4;5,0.30701321947602883,0.057212121212121214,0.09131144298499383
2,50,1;4;6,0.3577910354373145,0.06285714285714288,0.08966426765649738
2,51,1;4;7,0.33611907415366066,0.059512195121951224,0.09127509957007708
2,52,1;4;8,0.32734120090596597,0.04956521739130435,0.09103927902097295
2,53,1;4;9,0.3627725188646746,0.05978260869565219,0.08829932953235836
2,54,1;5;6,0.3375629600884806,0.06087500000000001,0.09555166521563745
2,55,1;5;7,0.30192618202634736,0.05787500000000001,0.09828103418661452
2,56,1;5;8,0.32164882964154373,0.05859459459459461,0.0976201444362647
2,57,1;5;9,0.32961990017191634,0.06416666666666668,0.09513979623038152
2,58,1;6;7,0.4271556472805589,0.07025000000000002,0.09565170802400867
2,59,1;6;8,0.47183567725822784,0.06538860103626944,0.09511753886984395
2,60,1;6;9,0.413711123298236,0.06639534883720931,0.09252409348176376
2,61,1;7;8,0.4185913273743398,0.06370731707317073,0.09776795643584131
2,62,1;7;9,0.34664312350048143,0.05967391304347827,0.09578486828787822
2,63,1;8;9,0.3900913933525967,0.06290000000000001,0.09507901402928007
2,64,2;3;4,0.29789883071986933,0.048497854077253225,0.09165988046747535
2,65,2;3;5,0.3035493774922777,0.057714285714285725,0.09810859429788527
